Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH,Moisture,Crop
12,1,37,32.77,60.55,6.5,29.83,Sugarcane
11,1,39,28.08,58.59,6.52519989384929,64.23,Tobacco
13,3,8,38.07,67.05,6.52519989384929,53.98,Tobacco
36,0,3,25.38,57.54,6.52519989384929,39.12,Ground Nuts
16,0,33,26.79,43.38,6.52519989384929,34.14,Tobacco
8,2,11,22.05,52.83,6.5,34.77,Cotton
8,2,27,31.02,47.08,6.52519989384929,55.82,Pulses
41,0,0,28.97,59.7,6.52519989384929,21.75,Millets
7,8,27,29.42,56.7,6.52519989384929,43.79,Paddy
24,4,19,29.51,56.65,6.52519989384929,41.65,Pulses
7,0,41,25.84,57.48,6.52519989384929,39.21,Ground Nuts
35,0,0,35.66,53.57,6.52519989384929,37.99,Ground Nuts
12,4,36,30.28,53.79,6.52519989384929,47.31,Millets
45,1,0,33.46,60.18,6.52519989384929,40.41,Oil Seeds
11,10,27,22.05,46.19,6.52519989384929,69.39,Millets
9,7,27,40,67.16,6.5,66.99,Maize
6,11,31,35.64,57.39,6.5,54.57,Cotton
41,3,0,32,69.37,6.52519989384929,22.54,Tobacco
26,0,14,28.35,55.27,6.52519989384929,68.71,Ground Nuts
12,9,14,36.17,70.81,6.52519989384929,35.88,Oil Seeds
7,0,34,26.26,49.17,6.5,34.69,Maize
3,16,17,29.77,53.93,6.52519989384929,44.25,Oil Seeds
9,0,38,28.12,49.45,6.5,50.01,Maize
13,1,37,31.84,54.29,6.52519989384929,38.3,Ground Nuts
33,0,3,34.76,56.86,6.5,35.89,Maize
1,17,12,30.08,49.47,6.52519989384929,35.44,Pulses
30,0,1,23,60.54,6.52519989384929,44.1,Pulses
32,0,2,25.3,50.39,6.5,34.75,Cotton
45,0,0,29.65,55.27,6.5,35.17,Cotton
41,2,0,28.53,57.4,6.52519989384929,39.08,Tobacco
10,10,15,23.52,62.06,6.52519989384929,30.64,Oil Seeds
9,4,12,26.74,51.72,6.52519989384929,20,Pulses
10,17,15,36.27,58.72,6.52519989384929,48.95,Millets
32,0,0,30.8,59.23,6.52519989384929,32.68,Ground Nuts
9,18,20,34.33,61.6,6.52519989384929,55.26,Oil Seeds
10,0,14,25.38,61.44,6.5,63.08,Sugarcane
9,2,39,26.37,46.29,6.52519989384929,51.22,Ground Nuts
36,0,0,35.61,69.21,6.52519989384929,37.54,Ground Nuts
37,0,0,26.38,57.12,6.52519989384929,41.32,Tobacco
36,0,0,26.28,53.99,6.5,63.34,Maize
6,2,36,33.29,64.15,6.52519989384929,43.94,Pulses
13,4,9,32.06,58.25,6.5,34.34,Cotton
45,4,1,39.4,57.28,6.52519989384929,33.1,Tobacco
17,0,23,40,68.47,6.52519989384929,42.05,Ground Nuts
19,3,33,38.66,61.44,6.5,53.39,Cotton
22,0,21,38.84,59.67,6.52519989384929,23.95,Paddy
39,0,0,31.42,54.93,6.8,48.69,Wheat
8,15,14,31.94,52.61,6.52519989384929,53.47,Ground Nuts
8,4,32,33.81,55.89,6.5,70,Sugarcane
38,0,0,28.61,59.13,6.52519989384929,39.94,Pulses
6,12,23,33.41,53.69,6.52519989384929,51.36,Tobacco
12,0,12,29.76,60.63,6.8,33.57,Wheat
13,5,17,31.81,66.62,6.52519989384929,38.52,Tobacco
37,0,0,29.8,65.49,6.52519989384929,55.57,Ground Nuts
16,17,7,40,61.65,6.52519989384929,37.12,Paddy
7,0,10,29.2,62.74,6.52519989384929,59.3,Pulses
10,17,19,35.08,55.2,6.52519989384929,43.6,Barley
35,0,0,26.46,63.81,6.52519989384929,60.75,Pulses
20,0,22,27.05,62.62,6.52519989384929,36.56,Pulses
25,3,20,24.98,62.27,6.52519989384929,20.1,Ground Nuts
15,7,16,30.73,64.04,6.5,36.1,Maize
10,11,26,38.05,68.85,6.5,70,Maize
13,0,40,32.47,67.69,6.52519989384929,60.47,Barley
22,0,22,33.86,54.7,6.52519989384929,57.63,Ground Nuts
12,2,44,31.07,61.96,6.52519989384929,34.37,Ground Nuts
7,17,13,34.71,54.61,6.52519989384929,65.13,Paddy
10,0,33,37.76,58.09,6.52519989384929,38.37,Barley
21,0,23,35.18,74.22,6.8,38.41,Wheat
9,8,25,29.31,62.5,6.8,29,Wheat
3,3,29,27.15,60.37,6.52519989384929,59.01,Barley
28,2,20,25.93,53.67,6.52519989384929,67.57,Tobacco
8,4,13,30.13,48.9,6.52519989384929,35.3,Tobacco
35,4,0,37.89,61.9,6.52519989384929,48.08,Oil Seeds
12,2,38,32.93,68.18,6.5,59.4,Cotton
43,4,2,31.28,61.86,6.52519989384929,37,Millets
10,20,17,28.76,40.17,6.5,30.72,Maize
12,1,33,23.56,43.25,6.5,37.96,Cotton
14,0,36,27.83,49.73,6.52519989384929,57.84,Paddy
40,0,0,22.65,53.84,6.52519989384929,60.05,Tobacco
10,0,45,30.17,60.55,6.52519989384929,33.33,Barley
17,0,31,34.6,69.2,6.52519989384929,29.68,Millets
7,14,26,24.45,57.16,6.52519989384929,61.54,Tobacco
18,1,22,26.81,59.31,6.5,62.2,Cotton
32,2,0,26.37,62.64,6.5,64.77,Sugarcane
12,20,21,36.73,55.27,6.52519989384929,53.43,Millets
11,0,12,28.61,53.73,6.52519989384929,35.9,Millets
14,0,9,33.97,70.45,6.52519989384929,43.37,Barley
12,3,40,31.01,70.62,6.52519989384929,37.24,Tobacco
12,0,39,32.51,57.48,6.8,59.76,Wheat
44,0,4,37.75,55.56,6.52519989384929,36.77,Barley
16,0,40,29.18,45.12,6.52519989384929,41.49,Tobacco
12,1,41,39.61,73.34,6.52519989384929,45.98,Barley
10,0,10,28.4,58.17,6.5,43.66,Maize
38,0,1,34.28,67.15,6.5,35.29,Cotton
20,0,23,31.35,59.91,6.52519989384929,39.73,Tobacco
11,0,39,32.56,55.34,6.5,41.89,Cotton
21,0,23,32.1,57.13,6.5,42.81,Sugarcane
21,2,24,34.65,63.66,6.52519989384929,30.4,Tobacco
10,22,13,30.12,51.7,6.5,36.25,Maize
18,2,21,37.03,72.04,6.5,42.96,Maize
4,4,30,30.58,56.52,6.52519989384929,31.73,Pulses
39,4,1,31.32,56.57,6.52519989384929,62.65,Tobacco
11,14,18,33.03,66.07,6.5,37.89,Sugarcane
14,0,38,32.53,62.34,6.8,54.89,Wheat
10,4,43,26.58,42.83,6.52519989384929,55.06,Ground Nuts
14,3,33,29.13,73.22,6.52519989384929,46.31,Paddy
10,9,28,28.23,56.74,6.5,61.93,Sugarcane
20,0,26,36.2,64.43,6.52519989384929,41.45,Tobacco
14,0,10,23.37,45.91,6.5,46.92,Cotton
11,5,34,40,53.38,6.52519989384929,26.74,Oil Seeds
18,1,20,26.83,54.4,6.5,48.5,Maize
10,0,9,33.02,65.44,6.52519989384929,51.83,Barley
10,6,29,29.16,53.59,6.5,37.93,Sugarcane
21,0,25,31.59,71.2,6.52519989384929,33.72,Oil Seeds
19,4,27,33.15,58.53,6.52519989384929,54.41,Oil Seeds
24,0,28,26.27,48.43,6.52519989384929,38.73,Millets
10,0,11,35.1,61.71,6.5,34.07,Sugarcane
3,21,21,24.59,47.16,6.52519989384929,22,Ground Nuts
9,0,9,29.4,52.91,6.52519989384929,28.28,Paddy
11,10,26,28.05,52.74,6.52519989384929,22.5,Oil Seeds
17,4,38,24.59,59,6.52519989384929,20.63,Millets
3,18,16,27.09,50.45,6.52519989384929,20,Ground Nuts
44,0,2,26.63,61.32,6.5,39.99,Sugarcane
3,11,29,29.32,66.28,6.52519989384929,56.74,Pulses
18,0,16,25.75,55.81,6.52519989384929,28.54,Pulses
7,14,17,29.62,61,6.5,42.92,Sugarcane
18,0,20,23.85,60.61,6.52519989384929,46.51,Ground Nuts
16,0,11,31.15,59.56,6.5,31.32,Maize
31,0,0,28.76,55.72,6.5,63.49,Maize
39,0,3,31.33,67.83,6.8,49.6,Wheat
39,0,4,38.04,73.24,6.52519989384929,59.07,Ground Nuts
4,0,8,29.22,57.29,6.52519989384929,58.41,Pulses
14,21,16,30.67,66.76,6.5,34.52,Sugarcane
13,1,40,30.39,54.66,6.52519989384929,47.46,Tobacco
38,2,4,24.04,44.61,6.52519989384929,39.37,Millets
6,18,12,24.04,54.47,6.52519989384929,52.94,Paddy
7,0,11,30.21,53.36,6.52519989384929,40.07,Ground Nuts
5,8,26,36.53,60.86,6.52519989384929,48.79,Tobacco
21,3,17,23.6,54.64,6.5,35.76,Cotton
14,18,8,24.21,49.11,6.8,27.04,Wheat
12,0,7,28.95,45.51,6.52519989384929,50.9,Millets
35,4,1,28.75,60.69,6.52519989384929,29.2,Pulses
39,3,0,29.43,60.47,6.5,50.94,Sugarcane
10,0,35,35.11,67.01,6.52519989384929,56.62,Barley
22,2,21,33.94,62.53,6.52519989384929,67.76,Pulses
17,0,10,30.89,58.68,6.52519989384929,40.66,Oil Seeds
9,19,19,33.14,60.57,6.52519989384929,64.77,Paddy
6,13,31,29.9,51.27,6.5,32.08,Maize
31,1,1,32.53,58.97,6.52519989384929,49.81,Barley
38,2,4,25.9,47.84,6.52519989384929,61.68,Pulses
8,14,13,34.13,59.23,6.52519989384929,43.94,Oil Seeds
34,0,0,30.53,65.11,6.5,32.28,Maize
15,15,10,26,66.36,6.52519989384929,38.2,Millets
23,0,22,27.4,54.83,6.52519989384929,40.58,Pulses
9,3,10,38.44,62.45,6.52519989384929,62.48,Paddy
9,15,21,29.37,62.57,6.52519989384929,44.74,Paddy
4,9,25,29.54,67.83,6.52519989384929,66.68,Paddy
35,2,0,31.31,48.85,6.52519989384929,38.43,Barley
13,0,41,32.51,67.8,6.52519989384929,32.35,Millets
14,16,12,28.24,48.4,6.5,50.53,Cotton
10,7,32,39.87,60.83,6.52519989384929,35.06,Millets
13,0,37,22.54,44.49,6.52519989384929,38.7,Ground Nuts
7,13,11,39.58,71.07,6.5,65.83,Sugarcane
38,0,0,36.66,60.99,6.52519989384929,24.67,Paddy
6,5,33,30.67,59.09,6.52519989384929,20,Oil Seeds
19,2,41,28.01,54.25,6.52519989384929,47.05,Barley
8,20,13,25.01,43.66,6.52519989384929,36.67,Barley
21,3,22,29.26,60.28,6.52519989384929,58.49,Tobacco
24,0,20,35.64,76.74,6.52519989384929,44.89,Barley
5,13,10,25.85,59.28,6.52519989384929,29.82,Paddy
16,4,36,27.37,52.08,6.52519989384929,46.14,Tobacco
9,5,28,26.57,53.34,6.5,23.67,Sugarcane
16,1,40,36.24,55.86,6.5,38.04,Cotton
20,0,19,39.58,56.11,6.5,24.53,Cotton
19,4,19,33.06,52.39,6.52519989384929,43.37,Millets
20,0,19,32.03,57.94,6.52519989384929,50.21,Millets
38,2,0,26.9,57.31,6.52519989384929,32.87,Tobacco
22,0,23,33.47,59.46,6.5,56.3,Sugarcane
9,20,17,40,62.39,6.52519989384929,49.76,Pulses
36,4,3,31.98,60.7,6.52519989384929,44.58,Barley
13,0,13,32.84,62.04,6.52519989384929,34.94,Tobacco
9,0,8,27.96,54.06,6.52519989384929,54.76,Oil Seeds
5,4,15,32.11,71.86,6.8,26.6,Wheat
25,0,28,37.68,71.36,6.52519989384929,31.9,Barley
3,13,32,33.29,72.81,6.52519989384929,45.56,Pulses
13,0,40,24.24,45.3,6.52519989384929,38.75,Ground Nuts
33,0,0,29.39,58.92,6.52519989384929,60.99,Tobacco
5,12,19,34.12,78.05,6.52519989384929,28.28,Ground Nuts
18,2,28,31.46,60.92,6.52519989384929,25.48,Tobacco
39,3,0,25.84,46.79,6.52519989384929,32.03,Paddy
15,4,30,30.65,57.55,6.52519989384929,39.11,Pulses
24,1,16,36.25,60.68,6.5,35.87,Maize
14,2,29,28.64,69.09,6.52519989384929,55.48,Pulses
9,0,36,30.28,59.17,6.5,66.03,Sugarcane
11,1,12,36.5,52.36,6.52519989384929,36.46,Barley
11,0,38,21.57,50.51,6.52519989384929,47.57,Pulses
39,0,2,33.9,74.86,6.5,43.18,Sugarcane
23,0,15,37.18,70.69,6.5,32.51,Cotton
42,0,0,33.28,76.03,6.5,41.92,Sugarcane
20,1,16,29.85,58.07,6.8,54.07,Wheat
7,8,31,21.99,53.33,6.8,53.6,Wheat
10,9,35,23.41,43.66,6.52519989384929,31.78,Pulses
8,4,9,30.29,46.16,6.52519989384929,30.28,Oil Seeds
14,7,16,31.65,57,6.5,58.53,Sugarcane
6,0,35,32.15,58.22,6.52519989384929,56.55,Millets
9,1,18,30.74,62.79,6.5,59,Sugarcane
39,1,2,22.28,49.97,6.52519989384929,44.13,Paddy
8,10,16,29.84,42.95,6.52519989384929,42.9,Millets
15,0,37,36.14,74.84,6.52519989384929,61.02,Pulses
18,0,37,39.75,66.91,6.52519989384929,47.07,Ground Nuts
32,4,4,30.44,68.6,6.52519989384929,26.77,Oil Seeds
10,5,35,30.86,51.58,6.8,27.77,Wheat
7,0,41,30.22,65.07,6.5,68.28,Cotton
18,4,20,30.08,52.22,6.52519989384929,41.01,Barley
12,9,34,37.77,72.96,6.52519989384929,55.4,Oil Seeds
37,0,0,20.55,57.33,6.5,22.3,Sugarcane
25,1,24,30.4,60.18,6.52519989384929,57.45,Pulses
16,2,9,28.3,62.72,6.52519989384929,38.98,Pulses
19,3,33,33.03,50.75,6.5,70,Maize
1,17,16,24.26,66.8,6.8,37.05,Wheat
38,0,0,36.13,61.57,6.5,31.14,Sugarcane
13,0,40,36.76,72.35,6.52519989384929,58.05,Barley
8,2,13,30.12,52.36,6.52519989384929,42.3,Paddy
21,0,17,22.16,43.31,6.52519989384929,58.58,Ground Nuts
37,4,0,32.65,68.89,6.52519989384929,21.84,Pulses
7,6,32,26.89,51.17,6.52519989384929,47.7,Paddy
6,9,30,33.44,59.53,6.5,30.6,Maize
43,0,0,29.67,47.88,6.52519989384929,22.83,Pulses
5,16,22,25.12,50.56,6.52519989384929,33.25,Ground Nuts
40,0,0,36.37,67.68,6.52519989384929,49.8,Tobacco
41,0,0,29.06,68.31,6.52519989384929,49.69,Millets
42,3,0,25.78,64.69,6.5,48.67,Maize
43,2,0,30.4,55.27,6.52519989384929,41.61,Millets
39,0,0,36,59.46,6.5,36.25,Sugarcane
19,0,22,25.43,48.84,6.52519989384929,56.53,Paddy
35,0,0,34.49,54.23,6.5,49.42,Maize
8,5,28,30.5,59.68,6.8,55.95,Wheat
40,0,1,24.25,67.07,6.5,56.06,Sugarcane
8,0,6,35.42,65.57,6.52519989384929,70,Barley
7,4,29,30.41,64.96,6.52519989384929,49.15,Pulses
8,5,34,27.52,42.91,6.52519989384929,29.7,Paddy
11,12,31,24.68,49.97,6.52519989384929,26.52,Paddy
6,20,14,29.32,64.15,6.52519989384929,29.22,Ground Nuts
13,1,11,31.83,55.75,6.52519989384929,42.8,Barley
11,0,11,40,61.76,6.52519989384929,31.07,Paddy
12,4,38,27.8,65.85,6.52519989384929,47.29,Pulses
4,13,24,31.7,55.64,6.52519989384929,31.4,Barley
32,4,0,29,65.07,6.52519989384929,26.7,Millets
35,3,0,29.04,70.01,6.52519989384929,50.44,Paddy
9,3,7,27.98,42.2,6.52519989384929,31.35,Tobacco
7,19,21,35.17,73.71,6.5,33.35,Maize
41,0,0,26.03,44.6,6.5,39.21,Maize
6,5,25,27.89,59.42,6.5,22.19,Cotton
8,9,15,38.67,65.53,6.52519989384929,44.88,Paddy
10,14,28,24.54,46.43,6.5,47.11,Cotton
21,0,24,32.82,66.47,6.5,40.26,Maize
10,1,10,24.05,56.01,6.52519989384929,51.36,Millets
4,13,30,32.67,66.98,6.52519989384929,34.29,Ground Nuts
25,2,20,31.25,49.31,6.52519989384929,44.44,Paddy
40,0,2,21.28,54.65,6.5,37.31,Cotton
13,2,38,33.5,71.43,6.8,69.59,Wheat
10,16,16,30.14,74.53,6.8,24.42,Wheat
24,0,15,28.38,62.44,6.52519989384929,43.45,Pulses
4,9,32,40,53.38,6.8,39.79,Wheat
15,2,33,30.51,56.56,6.8,42.67,Wheat
38,0,1,29.85,60.19,6.5,38.53,Maize
10,4,37,27.57,58.96,6.52519989384929,44.75,Tobacco
35,3,0,31.19,60.99,6.52519989384929,44.54,Barley
41,0,0,26.57,53.43,6.8,35.82,Wheat
20,0,22,21.45,47.54,6.52519989384929,67.23,Pulses
6,16,12,25.87,64.11,6.52519989384929,47.53,Millets
8,0,32,23.29,59.14,6.52519989384929,24.47,Oil Seeds
42,0,1,24.68,58.73,6.52519989384929,51.34,Ground Nuts
11,0,34,33.95,62.48,6.52519989384929,45.82,Ground Nuts
39,4,0,26.33,59.59,6.52519989384929,32.25,Ground Nuts
10,3,10,40,68.68,6.52519989384929,49.85,Paddy
16,3,11,27.62,67.62,6.52519989384929,62.58,Oil Seeds
16,0,45,27.96,53.07,6.52519989384929,37.36,Barley
10,2,34,26.49,61.97,6.52519989384929,40.09,Ground Nuts
6,0,17,29.25,62,6.8,70,Wheat
8,9,26,23.74,55.81,6.5,44.6,Sugarcane
13,0,10,25.85,48.14,6.52519989384929,56.66,Pulses
5,0,7,30.07,59.72,6.5,32.37,Sugarcane
12,0,10,30.02,55.06,6.5,31.09,Sugarcane
12,0,15,21.68,57.86,6.52519989384929,61.96,Barley
18,0,21,20.42,53.57,6.52519989384929,38.69,Pulses
37,3,0,32.8,65.87,6.5,52.96,Cotton
40,3,0,33.34,61.94,6.52519989384929,62.54,Ground Nuts
10,2,41,31.25,68.53,6.5,62.52,Sugarcane
24,0,20,37.61,64.57,6.52519989384929,38.07,Millets
6,5,29,34.15,68.11,6.52519989384929,33.85,Oil Seeds
40,3,0,27.67,59.9,6.52519989384929,33.06,Oil Seeds
42,0,0,22.34,45.29,6.5,42.05,Maize
39,3,0,21.07,60.95,6.52519989384929,26.82,Oil Seeds
14,9,12,27.82,57.43,6.52519989384929,46.73,Pulses
14,0,36,23.11,49.15,6.52519989384929,67.77,Ground Nuts
45,0,0,24,49.02,6.52519989384929,51.35,Paddy
6,0,13,29.13,43.28,6.52519989384929,44.07,Barley
9,1,17,23.46,50.44,6.5,54.59,Cotton
3,12,20,28.08,52.69,6.52519989384929,46.23,Paddy
5,14,17,21.29,54.85,6.52519989384929,43.23,Tobacco
10,0,37,28.54,49.45,6.52519989384929,47.74,Paddy
10,0,12,31.21,60.48,6.52519989384929,63.99,Millets
8,3,35,22.97,44.59,6.52519989384929,42.44,Pulses
5,5,26,27.52,52.42,6.5,51.69,Maize
20,0,25,26.76,43.31,6.52519989384929,57.68,Tobacco
21,0,17,30.57,64.68,6.52519989384929,46.16,Tobacco
10,8,36,37.11,77.37,6.52519989384929,31.25,Oil Seeds
10,18,9,34.97,72.4,6.5,45.34,Maize
8,17,11,32.85,69.09,6.52519989384929,45.92,Millets
15,1,14,24.33,66.27,6.52519989384929,20,Oil Seeds
14,0,36,23.84,60.67,6.52519989384929,55.84,Barley
13,16,11,35.36,64.36,6.52519989384929,44.86,Millets
43,4,2,27.09,62.94,6.5,41.18,Cotton
38,3,3,25.2,48.23,6.52519989384929,37.81,Oil Seeds
15,11,15,23.98,52.41,6.5,28.94,Cotton
17,2,18,32.12,57.29,6.5,48.75,Sugarcane
7,7,31,28.29,57.33,6.52519989384929,41.45,Tobacco
11,0,13,27.8,44.81,6.52519989384929,24.67,Tobacco
8,0,14,35.41,69.11,6.8,34.63,Wheat
6,11,31,34.46,74.6,6.5,24.01,Sugarcane
35,0,0,26.25,69.57,6.52519989384929,38.54,Oil Seeds
12,10,29,40,76.34,6.52519989384929,43.81,Millets
13,4,40,29.5,50.06,6.52519989384929,36.23,Ground Nuts
14,0,39,27.13,43.23,6.5,43.22,Cotton
30,0,0,28.99,66.71,6.52519989384929,44.72,Ground Nuts
40,0,0,25.14,46.88,6.52519989384929,27.07,Tobacco
39,0,1,27.79,62.14,6.5,40.86,Cotton
22,0,20,33.41,67.81,6.52519989384929,57.33,Pulses
36,3,0,25.2,44.1,6.52519989384929,45.42,Pulses
11,3,38,34.19,56.72,6.52519989384929,70,Oil Seeds
21,0,24,37.3,68.57,6.5,57,Sugarcane
39,0,0,31.78,59.11,6.5,53.78,Sugarcane
17,0,32,32.11,71.08,6.52519989384929,21.74,Oil Seeds
13,0,44,36.82,57.69,6.8,56.1,Wheat
13,2,12,25.12,64.48,6.8,69.24,Wheat
17,0,23,31.33,72.92,6.52519989384929,50.68,Barley
36,0,0,29.93,55.77,6.5,27.63,Cotton
15,4,10,32.68,58.16,6.52519989384929,44.8,Tobacco
15,0,41,28.17,50.1,6.52519989384929,41.31,Paddy
36,0,0,35.81,76.09,6.5,67.62,Maize
7,20,18,38.04,62.28,6.52519989384929,51.62,Ground Nuts
11,0,11,31.55,53.02,6.5,60.02,Maize
39,4,2,29.14,59.77,6.5,33.28,Maize
25,0,14,34.31,63.01,6.52519989384929,40.98,Tobacco
18,0,36,27.54,58.58,6.52519989384929,47.22,Ground Nuts
7,12,25,27.92,52.23,6.52519989384929,35.82,Barley
14,0,13,24.6,51.17,6.8,42.26,Wheat
8,16,11,28.87,57.65,6.8,30.33,Wheat
11,0,34,28.85,58.79,6.8,39.3,Wheat
12,3,16,33.72,61.76,6.52519989384929,57.68,Millets
40,2,0,30.63,60.56,6.5,34.88,Cotton
34,0,3,27.05,50.1,6.52519989384929,41.01,Tobacco
21,0,18,22.79,59.47,6.8,38.24,Wheat
18,3,25,38.77,55.67,6.8,60.07,Wheat
39,1,1,28.8,49.98,6.52519989384929,47.41,Paddy
21,3,23,27.76,65.79,6.52519989384929,25.12,Paddy
14,0,42,22.48,53.68,6.52519989384929,27.42,Barley
40,0,0,32.73,55.44,6.52519989384929,36.9,Oil Seeds
33,2,4,24.2,41.69,6.52519989384929,49.11,Oil Seeds
12,1,38,30.17,59.06,6.52519989384929,35.48,Oil Seeds
42,0,1,40,67.75,6.5,44.52,Cotton
9,0,12,38.33,58.9,6.52519989384929,47.34,Oil Seeds
37,0,0,26.86,46.9,6.52519989384929,37.85,Oil Seeds
21,2,16,25.56,61.54,6.52519989384929,35.54,Barley
42,4,0,26.54,45.74,6.52519989384929,35.12,Pulses
8,8,29,29.36,52.93,6.5,47.02,Maize
8,4,28,24.44,46.56,6.52519989384929,27.44,Millets
4,14,20,27.95,69.26,6.52519989384929,39.29,Barley
2,13,28,37.22,64.38,6.8,37.98,Wheat
45,2,0,30.57,47.43,6.52519989384929,31.28,Ground Nuts
6,4,10,24.1,63.6,6.5,35.61,Maize
0,14,20,37.79,62.57,6.52519989384929,33.14,Pulses
8,12,34,30.33,55.01,6.52519989384929,66.38,Pulses
46,1,1,28.18,65.54,6.52519989384929,20,Paddy
34,0,0,24.23,58.48,6.52519989384929,25.34,Millets
21,1,24,31.35,68.81,6.5,21.57,Maize
11,6,30,35.83,76.88,6.52519989384929,56.88,Millets
30,0,0,33.04,56.04,6.52519989384929,30.71,Barley
20,2,24,36.49,74.83,6.52519989384929,35.09,Pulses
12,0,45,30.11,48.12,6.52519989384929,34.06,Ground Nuts
8,0,14,20.3,44.44,6.52519989384929,49.07,Barley
8,7,32,32.82,65.38,6.52519989384929,36.62,Pulses
16,3,41,32.87,59.11,6.52519989384929,34.22,Pulses
1,13,18,30.81,51.96,6.52519989384929,50.87,Paddy
33,0,0,38.65,71.63,6.52519989384929,23.34,Ground Nuts
44,0,4,32.86,68.29,6.52519989384929,30.67,Paddy
9,4,38,22.72,50.47,6.52519989384929,42.85,Millets
42,1,0,27.14,58.79,6.5,40.59,Sugarcane
39,4,2,32.33,74.41,6.52519989384929,62.87,Millets
37,0,0,31.57,59.49,6.5,40.15,Cotton
9,11,34,33.92,70.37,6.52519989384929,55.12,Ground Nuts
26,1,22,23.64,54.21,6.52519989384929,44.55,Barley
13,0,40,26.46,60.34,6.52519989384929,44.73,Tobacco
21,0,27,35.48,68.25,6.52519989384929,26.09,Pulses
24,0,19,40,80,6.5,28.59,Cotton
11,1,11,29.3,44.76,6.5,31.94,Maize
37,0,0,31.85,56.67,6.52519989384929,48.59,Tobacco
19,1,14,37.34,56.16,6.52519989384929,62.03,Paddy
13,1,10,39.21,74.83,6.52519989384929,41.09,Millets
10,13,14,35.11,67.52,6.52519989384929,39.96,Barley
9,11,25,30.26,42.39,6.52519989384929,26.06,Oil Seeds
8,14,17,27.72,47.55,6.52519989384929,42.26,Paddy
12,8,28,37.43,61.49,6.52519989384929,23.58,Millets
7,0,15,39.16,75.73,6.52519989384929,30.27,Oil Seeds
3,10,32,29.62,57.58,6.5,42.65,Cotton
13,0,39,32.11,68.19,6.5,48.23,Maize
40,3,0,33.45,64.37,6.52519989384929,28.54,Millets
14,16,15,32.97,58.85,6.5,67.14,Cotton
41,1,0,34.98,59.82,6.52519989384929,58.99,Pulses
8,0,12,23.6,46.17,6.5,57.43,Cotton
32,0,0,28.85,45.61,6.5,43.9,Cotton
10,10,16,24.76,45.87,6.5,55.5,Maize
17,3,28,38.26,65.76,6.52519989384929,37.82,Pulses
8,0,33,36.67,66.99,6.52519989384929,48,Tobacco
36,2,0,32.15,59.62,6.52519989384929,31.85,Pulses
12,9,14,40,71.5,6.52519989384929,41.64,Tobacco
12,1,4,31.55,52.46,6.52519989384929,50.89,Millets
42,0,3,25.85,47.66,6.8,49.79,Wheat
8,6,37,29.09,53.7,6.5,32.91,Maize
45,0,0,35.09,73.25,6.5,41.35,Cotton
16,1,19,36.28,57.76,6.52519989384929,38.98,Paddy
38,4,1,31.96,62.45,6.8,52.55,Wheat
9,1,35,36.03,68.01,6.5,42.11,Maize
7,0,14,31.63,56.04,6.52519989384929,56.49,Ground Nuts
36,3,0,37.72,53.18,6.5,22.61,Maize
3,19,16,34.19,58.06,6.52519989384929,31.87,Pulses
9,10,27,24.85,44.22,6.5,32.96,Cotton
26,3,21,26.79,51.89,6.52519989384929,46.92,Pulses
8,4,26,28.9,48.82,6.5,22.98,Sugarcane
25,3,19,32.48,55.58,6.52519989384929,32.62,Paddy
27,3,19,29.28,54.11,6.8,66.35,Wheat
3,9,27,23.96,52.37,6.52519989384929,70,Millets
11,0,14,36.64,64.68,6.52519989384929,36.24,Oil Seeds
9,0,14,26.37,60.29,6.52519989384929,37.57,Millets
13,0,11,33.21,79.62,6.5,34.38,Cotton
15,0,13,34.78,55.26,6.52519989384929,38.9,Ground Nuts
17,3,39,31.53,61.06,6.52519989384929,62.59,Tobacco
14,3,42,26.71,49.27,6.52519989384929,42.35,Millets
11,0,41,30.89,66.92,6.52519989384929,47.09,Ground Nuts
7,20,13,25.99,57.23,6.52519989384929,45.14,Ground Nuts
33,2,2,35.33,63.38,6.52519989384929,38.48,Paddy
12,13,8,32.14,67.16,6.5,30.03,Sugarcane
19,0,25,26.59,52.74,6.5,25.98,Sugarcane
20,0,20,29.09,65.94,6.5,57.52,Sugarcane
2,23,13,33.4,72.33,6.52519989384929,50.85,Barley
8,0,43,24.53,59.27,6.52519989384929,41.89,Ground Nuts
34,1,0,37.56,61.34,6.5,37.82,Sugarcane
21,0,18,24.83,54.28,6.52519989384929,50.05,Paddy
24,0,23,29.19,47.17,6.52519989384929,37.03,Oil Seeds
24,0,20,35.36,66.71,6.52519989384929,60.3,Ground Nuts
15,3,39,32.94,58.58,6.5,32.7,Sugarcane
20,0,20,39.46,69.85,6.52519989384929,34.87,Pulses
34,0,4,29.13,62.34,6.52519989384929,41.75,Oil Seeds
4,10,27,39.89,68.39,6.52519989384929,48.61,Millets
13,0,40,23.49,45.84,6.5,45.61,Sugarcane
38,0,0,30.68,63.25,6.5,40.73,Maize
39,3,0,24.41,56.8,6.5,67.6,Maize
32,0,3,33.88,80,6.8,52.77,Wheat
26,0,22,27.17,69.52,6.52519989384929,49.42,Millets
17,1,35,35.51,72.18,6.5,37.08,Cotton
10,3,9,32.08,55.08,6.52519989384929,47.5,Millets
15,0,15,35.09,72.5,6.52519989384929,62.43,Millets
5,5,24,29.74,48.18,6.52519989384929,36.94,Paddy
